	index	score	token	sentence	model	dimension	pos_tag	rsv	word
4	4	0.013728979043662548	19684	0	5	chinos	AQ	6	japoneses
5	5	0.01303770300000906	7743	0	5	chinos	AQ	5	extranjeros
6	6	0.01125169638544321	8700	0	5	chinos	AQ	4	malos
7	7	0.010958626866340637	3497	0	5	chinos	PI	3	pocos
8	8	0.010669872164726257	26241	0	5	chinos	AQ	2	raros
9	9	0.010097389109432697	14005	0	5	chinos	AQ	1	alemanes
0	0	0.033895716071128845	33511	1	5	chinos	AQ	10	bienvenidos
1	1	0.024727363139390945	22664	1	5	chinos	NC	9	jovenes
2	2	0.020989444106817245	3988	1	5	chinos	AQ	8	buenos
3	3	0.018175818026065826	20766	1	5	chinos	AQ	7	geniales
4	4	0.017051802948117256	8992	1	5	chinos	AQ	6	excelentes
5	5	0.015035510994493961	2274	1	5	chinos	NC	5	amigos
6	6	0.013547099195420742	9876	1	5	chinos	AQ	4	felices
7	7	0.011167807504534721	10674	1	5	chinos	AQ	3	famosos
8	8	0.009842677041888237	23136	1	5	chinos	AQ	2	curiosos
9	9	0.0097264489158988	1528	1	5	chinos	AQ	1	grandes
0	0	0.0576348602771759	2274	2	5	chinos	NC	10	amigos
1	1	0.05744214728474617	34851	2	5	chinos	AQ	9	afortunados
2	2	0.03975825011730194	3497	2	5	chinos	PI	8	pocos
3	3	0.033062342554330826	18618	2	5	chinos	AQ	7	locos
4	4	0.0272812582552433	42100	2	5	chinos	AQ	6	guapos
5	5	0.02502220682799816	3988	2	5	chinos	AQ	5	buenos
6	6	0.018274785950779915	37637	2	5	chinos	NC	4	privilegiados
7	7	0.015159348025918007	8450	2	5	chinos	PI	3	cuantos
8	8	0.01453014649450779	22664	2	5	chinos	NC	2	jovenes
9	9	0.012430640868842602	35316	2	5	chinos	AQ	1	apasionados
0	0	0.04121604561805725	7743	3	5	chinos	AQ	10	extranjeros
1	1	0.030373046174645424	17178	3	5	chinos	AQ	9	musulmanes
2	2	0.030261211097240448	10091	3	5	chinos	NC	8	inmigrantes
3	3	0.013106723316013813	14005	3	5	chinos	AQ	7	alemanes
4	4	0.012920009903609753	3144	3	5	chinos	AQ	6	humanos
5	5	0.012801237404346466	18346	3	5	chinos	AQ	5	esclavos
6	6	0.012273481115698814	7777	3	5	chinos	AQ	4	pobres
7	7	0.012111464515328407	14352	3	5	chinos	AQ	3	chinos
8	8	0.011941423639655113	14139	3	5	chinos	NC	2	refugiados
9	9	0.010194557718932629	9616	3	5	chinos	AQ	1	cristianos
0	0	0.027646593749523163	7743	4	5	chinos	AQ	10	extranjeros
1	1	0.01682003028690815	33511	4	5	chinos	AQ	9	bienvenidos
2	2	0.01624111272394657	3831	4	5	chinos	NC	8	ciudadanos
3	3	0.015777556225657463	9540	4	5	chinos	AQ	7	independientes
4	4	0.013179449364542961	17178	4	5	chinos	AQ	6	musulmanes
5	5	0.012300752103328705	3144	4	5	chinos	AQ	5	humanos
6	6	0.011660721153020859	9616	4	5	chinos	AQ	4	cristianos
7	7	0.009042308665812016	7777	4	5	chinos	AQ	3	pobres
8	8	0.008899446576833725	23651	4	5	chinos	AQ	2	corruptos
9	9	0.008429684676229954	2274	4	5	chinos	AQ	1	amigos
0	0	0.03794233500957489	7743	5	5	chinos	AQ	10	extranjeros
1	1	0.03712916746735573	33511	5	5	chinos	AQ	9	bienvenidos
2	2	0.035285696387290955	8359	5	5	chinos	NC	8	turistas
3	3	0.025052033364772797	8992	5	5	chinos	AQ	7	excelentes
4	4	0.021463850513100624	1292	5	5	chinos	PI	6	muchos
5	5	0.020940344780683517	3497	5	5	chinos	PI	5	pocos
6	6	0.0159700158983469	23136	5	5	chinos	AQ	4	curiosos
7	7	0.011769264936447144	15110	5	5	chinos	AQ	3	impresionantes
8	8	0.011013022623956203	13918	5	5	chinos	AQ	2	escasos
9	9	0.010631650686264038	7268	5	5	chinos	AQ	1	numerosos
0	0	0.031308334320783615	14352	6	5	chinos	NC	10	chinos
1	1	0.0228599701076746	3988	6	5	chinos	AQ	9	buenos
2	2	0.019836192950606346	7743	6	5	chinos	AQ	8	extranjeros
3	3	0.019455885514616966	18533	6	5	chinos	AQ	7	caros
4	4	0.018181288614869118	10727	6	5	chinos	AQ	6	baratos
5	5	0.016504501923918724	33511	6	5	chinos	AQ	5	bienvenidos
6	6	0.014682641252875328	16584	6	5	chinos	AQ	4	americanos
7	7	0.01462810579687357	2762	6	5	chinos	AQ	3	gratis
8	8	0.013854803517460823	19684	6	5	chinos	AQ	2	japoneses
9	9	0.01354318019002676	3144	6	5	chinos	AQ	1	humanos
0	0	0.05716827139258385	5149	7	5	chinos	AQ	10	pequeños
1	1	0.043535105884075165	10674	7	5	chinos	AQ	9	famosos
2	2	0.037846002727746964	42100	7	5	chinos	AQ	8	guapos
3	3	0.03043004684150219	6270	7	5	chinos	AQ	7	populares
4	4	0.022632980719208717	12577	7	5	chinos	AQ	6	queridos
5	5	0.021144354715943336	7423	7	5	chinos	AQ	5	conocidos
6	6	0.018837735056877136	4090	7	5	chinos	AQ	4	jóvenes
7	7	0.01822833903133869	2634	7	5	chinos	AQ	3	importantes
8	8	0.01723148673772812	15898	7	5	chinos	AQ	2	poderosos
9	9	0.017131617292761803	43175	7	5	chinos	AQ	1	buscados
0	0	0.07916595041751862	15367	8	5	chinos	AQ	10	vulnerables
1	1	0.05154046043753624	7777	8	5	chinos	AQ	9	pobres
2	2	0.041515547782182693	15898	8	5	chinos	AQ	8	poderosos
3	3	0.03636467829346657	5149	8	5	chinos	AQ	7	pequeños
4	4	0.03345518559217453	18533	8	5	chinos	AQ	6	caros
5	5	0.02793683484196663	8187	8	5	chinos	AQ	5	ricos
6	6	0.02676542103290558	10674	8	5	chinos	AQ	4	famosos
7	7	0.026737689971923828	6270	8	5	chinos	AQ	3	populares
8	8	0.02550056017935276	43175	8	5	chinos	AQ	2	buscados
9	9	0.024378005415201187	8084	8	5	chinos	AQ	1	afectados
0	0	0.048819079995155334	15898	9	5	chinos	AQ	10	poderosos
1	1	0.042115915566682816	15367	9	5	chinos	AQ	9	vulnerables
2	2	0.03127918019890785	6270	9	5	chinos	AQ	8	populares
3	3	0.030139155685901642	2634	9	5	chinos	AQ	7	importantes
4	4	0.029110809788107872	7777	9	5	chinos	AQ	6	pobres
5	5	0.024571336805820465	5149	9	5	chinos	AQ	5	pequeños
6	6	0.022835219278931618	8187	9	5	chinos	AQ	4	ricos
7	7	0.02002912014722824	45736	9	5	chinos	VMP	3	desfavorecidos
8	8	0.019852736964821815	43175	9	5	chinos	AQ	2	buscados
9	9	0.018819350749254227	10674	9	5	chinos	AQ	1	famosos
0	0	0.05103813856840134	2634	10	5	chinos	AQ	10	importantes
1	1	0.043219033628702164	18533	10	5	chinos	AQ	9	caros
2	2	0.037286426872015	11953	10	5	chinos	AQ	8	destacados
3	3	0.03376852720975876	10674	10	5	chinos	AQ	7	famosos
4	4	0.030828628689050674	6270	10	5	chinos	AQ	6	populares
5	5	0.027990607544779778	7423	10	5	chinos	AQ	5	conocidos
6	6	0.02703673020005226	10727	10	5	chinos	AQ	4	baratos
7	7	0.026822667568922043	43175	10	5	chinos	AQ	3	buscados
8	8	0.023845020681619644	35795	10	5	chinos	AQ	2	visitados
9	9	0.022822707891464233	11535	10	5	chinos	AQ	1	cercanos
0	0	0.1499316543340683	3988	11	5	chinos	AQ	10	buenos
1	1	0.086300328373909	18533	11	5	chinos	AQ	9	caros
2	2	0.03620327264070511	10727	11	5	chinos	AQ	8	baratos
3	3	0.03454919159412384	8187	11	5	chinos	AQ	7	ricos
4	4	0.023379692807793617	22606	11	5	chinos	AQ	6	amables
5	5	0.01883070543408394	6270	11	5	chinos	AQ	5	populares
6	6	0.017483515664935112	26241	11	5	chinos	AQ	4	raros
7	7	0.0156190050765872	15830	11	5	chinos	AQ	3	bonitos
8	8	0.014239939860999584	3497	11	5	chinos	PI	2	pocos
9	9	0.014057647436857224	22299	11	5	chinos	AQ	1	parecidos
0	0	0.22364842891693115	3497	12	5	chinos	PI	10	pocos
1	1	0.04413026198744774	3988	12	5	chinos	AQ	9	buenos
2	2	0.03321901708841324	8450	12	5	chinos	PI	8	cuantos
3	3	0.024608144536614418	18618	12	5	chinos	AQ	7	locos
4	4	0.021126428619027138	37637	12	5	chinos	NC	6	privilegiados
5	5	0.017397992312908173	18533	12	5	chinos	AQ	5	caros
6	6	0.011577333323657513	34851	12	5	chinos	AQ	4	afortunados
7	7	0.011400636285543442	8700	12	5	chinos	AQ	3	malos
8	8	0.009657038375735283	3144	12	5	chinos	AQ	2	humanos
9	9	0.00926964171230793	20244	12	5	chinos	AQ	1	maravillosos
0	0	0.03414162993431091	3988	0	5	japoneses	AQ	10	buenos
1	1	0.0167398601770401	8992	0	5	japoneses	AQ	9	excelentes
2	2	0.015418277122080326	20766	0	5	japoneses	AQ	8	geniales
3	3	0.015118632465600967	3144	0	5	japoneses	AQ	7	humanos
4	4	0.014784150756895542	3497	0	5	japoneses	PI	6	pocos
5	5	0.013740462251007557	1292	0	5	japoneses	PI	5	muchos
6	6	0.013329721055924892	8700	0	5	japoneses	AQ	4	malos
7	7	0.013218372128903866	10674	0	5	japoneses	AQ	3	famosos
8	8	0.010949295945465565	26241	0	5	japoneses	AQ	2	raros
9	9	0.010783829726278782	33511	0	5	japoneses	AQ	1	bienvenidos
0	0	0.0328645259141922	33511	1	5	japoneses	AQ	10	bienvenidos
1	1	0.02820829674601555	20766	1	5	japoneses	AQ	9	geniales
2	2	0.026579955592751503	8992	1	5	japoneses	AQ	8	excelentes
3	3	0.02238709293305874	3988	1	5	japoneses	AQ	7	buenos
4	4	0.019255567342042923	22664	1	5	japoneses	NC	6	jovenes
5	5	0.017207689583301544	2274	1	5	japoneses	AQ	5	amigos
6	6	0.014402910135686398	20244	1	5	japoneses	AQ	4	maravillosos
7	7	0.014169799163937569	12441	1	5	japoneses	AQ	3	espectaculares
8	8	0.013998333364725113	9876	1	5	japoneses	AQ	2	felices
9	9	0.012467104941606522	10674	1	5	japoneses	AQ	1	famosos
0	0	0.059904031455516815	2274	2	5	japoneses	NC	10	amigos
1	1	0.05895287171006203	34851	2	5	japoneses	AQ	9	afortunados
2	2	0.03992558643221855	3497	2	5	japoneses	PI	8	pocos
3	3	0.033157702535390854	18618	2	5	japoneses	AQ	7	locos
4	4	0.025179479271173477	3988	2	5	japoneses	AQ	6	buenos
5	5	0.022404618561267853	42100	2	5	japoneses	AQ	5	guapos
6	6	0.016934003680944443	37637	2	5	japoneses	NC	4	privilegiados
7	7	0.014013420790433884	8450	2	5	japoneses	PI	3	cuantos
8	8	0.013437343761324883	20244	2	5	japoneses	AQ	2	maravillosos
9	9	0.013206364586949348	35316	2	5	japoneses	AQ	1	apasionados
0	0	0.032601188868284225	17178	3	5	japoneses	AQ	10	musulmanes
1	1	0.026480501517653465	7743	3	5	japoneses	AQ	9	extranjeros
2	2	0.020785339176654816	10091	3	5	japoneses	NC	8	inmigrantes
3	3	0.01644621044397354	3144	3	5	japoneses	AQ	7	humanos
4	4	0.012805463746190071	14005	3	5	japoneses	AQ	6	alemanes
5	5	0.012716489844024181	9616	3	5	japoneses	AQ	5	cristianos
6	6	0.01182812824845314	22524	3	5	japoneses	AQ	4	inocentes
7	7	0.011687171645462513	14139	3	5	japoneses	NC	3	refugiados
8	8	0.009914470836520195	7777	3	5	japoneses	AQ	2	pobres
9	9	0.009212062694132328	33511	3	5	japoneses	AQ	1	bienvenidos
0	0	0.02085627056658268	7743	4	5	japoneses	AQ	10	extranjeros
1	1	0.018507100641727448	33511	4	5	japoneses	AQ	9	bienvenidos
2	2	0.016470136120915413	17178	4	5	japoneses	AQ	8	musulmanes
3	3	0.015170683152973652	9616	4	5	japoneses	AQ	7	cristianos
4	4	0.014440572820603848	3144	4	5	japoneses	AQ	6	humanos
5	5	0.012265411205589771	9540	4	5	japoneses	AQ	5	independientes
6	6	0.01118646003305912	2274	4	5	japoneses	AQ	4	amigos
7	7	0.009753496386110783	3831	4	5	japoneses	NC	3	ciudadanos
8	8	0.0092327781021595	3497	4	5	japoneses	PI	2	pocos
9	9	0.009089064784348011	3988	4	5	japoneses	AQ	1	buenos
0	0	0.03533756360411644	33511	5	5	japoneses	AQ	10	bienvenidos
1	1	0.032855063676834106	8992	5	5	japoneses	AQ	9	excelentes
2	2	0.02763448655605316	8359	5	5	japoneses	NC	8	turistas
3	3	0.024524066597223282	7743	5	5	japoneses	AQ	7	extranjeros
4	4	0.024350421503186226	1292	5	5	japoneses	PI	6	muchos
5	5	0.021391229704022408	3497	5	5	japoneses	PI	5	pocos
6	6	0.020557448267936707	15110	5	5	japoneses	AQ	4	impresionantes
7	7	0.020483922213315964	23136	5	5	japoneses	AQ	3	curiosos
8	8	0.016579166054725647	12441	5	5	japoneses	AQ	2	espectaculares
9	9	0.01339550968259573	7268	5	5	japoneses	AQ	1	numerosos
0	0	0.028360316529870033	3988	6	5	japoneses	AQ	10	buenos
1	1	0.020424462854862213	33511	6	5	japoneses	AQ	9	bienvenidos
2	2	0.0172710157930851	3144	6	5	japoneses	AQ	8	humanos
3	3	0.014254043810069561	7743	6	5	japoneses	AQ	7	extranjeros
4	4	0.01402976457029581	8992	6	5	japoneses	AQ	6	excelentes
5	5	0.013892282731831074	19684	6	5	japoneses	NC	5	japoneses
6	6	0.01278593484312296	10674	6	5	japoneses	AQ	4	famosos
7	7	0.011921348050236702	2762	6	5	japoneses	AQ	3	gratis
8	8	0.011697415262460709	16584	6	5	japoneses	AQ	2	americanos
9	9	0.01058332622051239	14005	6	5	japoneses	AQ	1	alemanes
0	0	0.05436839163303375	5149	7	5	japoneses	AQ	10	pequeños
1	1	0.04770826920866966	10674	7	5	japoneses	AQ	9	famosos
2	2	0.03065945953130722	6270	7	5	japoneses	AQ	8	populares
3	3	0.028342388570308685	42100	7	5	japoneses	AQ	7	guapos
4	4	0.027693891897797585	7423	7	5	japoneses	AQ	6	conocidos
5	5	0.025515777990221977	12577	7	5	japoneses	AQ	5	queridos
6	6	0.023102445527911186	2634	7	5	japoneses	AQ	4	importantes
7	7	0.019674107432365417	18225	7	5	japoneses	AQ	3	divertidos
8	8	0.017436876893043518	4090	7	5	japoneses	AQ	2	jóvenes
9	9	0.016337979584932327	43175	7	5	japoneses	AQ	1	buscados
0	0	0.06389207392930984	15367	8	5	japoneses	AQ	10	vulnerables
1	1	0.03668442741036415	5149	8	5	japoneses	AQ	9	pequeños
2	2	0.036486946046352386	15898	8	5	japoneses	AQ	8	poderosos
3	3	0.03453200310468674	10674	8	5	japoneses	AQ	7	famosos
4	4	0.03450734540820122	7777	8	5	japoneses	AQ	6	pobres
5	5	0.030988315120339394	6270	8	5	japoneses	AQ	5	populares
6	6	0.02984696440398693	7423	8	5	japoneses	AQ	4	conocidos
7	7	0.027076009660959244	43175	8	5	japoneses	AQ	3	buscados
8	8	0.02472727745771408	18533	8	5	japoneses	AQ	2	caros
9	9	0.02424667216837406	2634	8	5	japoneses	AQ	1	importantes
0	0	0.039781298488378525	15898	9	5	japoneses	AQ	10	poderosos
1	1	0.03517181798815727	6270	9	5	japoneses	AQ	9	populares
2	2	0.03354291245341301	15367	9	5	japoneses	AQ	8	vulnerables
3	3	0.03314144164323807	2634	9	5	japoneses	AQ	7	importantes
4	4	0.02550635114312172	10674	9	5	japoneses	AQ	6	famosos
5	5	0.02446357160806656	5149	9	5	japoneses	AQ	5	pequeños
6	6	0.020637990906834602	11535	9	5	japoneses	AQ	4	cercanos
7	7	0.01986650563776493	43175	9	5	japoneses	AQ	3	buscados
8	8	0.01978462003171444	7777	9	5	japoneses	AQ	2	pobres
9	9	0.019270746037364006	7423	9	5	japoneses	AQ	1	conocidos
0	0	0.050743576139211655	2634	10	5	japoneses	AQ	10	importantes
1	1	0.03932405635714531	10674	10	5	japoneses	AQ	9	famosos
2	2	0.03924541920423508	11953	10	5	japoneses	AQ	8	destacados
3	3	0.03443490341305733	7423	10	5	japoneses	AQ	7	conocidos
4	4	0.03227328881621361	6270	10	5	japoneses	AQ	6	populares
5	5	0.030754823237657547	18533	10	5	japoneses	AQ	5	caros
6	6	0.02711128629744053	43175	10	5	japoneses	AQ	4	buscados
7	7	0.0249384343624115	35795	10	5	japoneses	AQ	3	visitados
8	8	0.02419431507587433	11535	10	5	japoneses	AQ	2	cercanos
9	9	0.020024878904223442	5149	10	5	japoneses	AQ	1	pequeños
0	0	0.1584804803133011	3988	11	5	japoneses	AQ	10	buenos
1	1	0.032293178141117096	6702	11	5	japoneses	AQ	9	interesantes
2	2	0.03045092336833477	22606	11	5	japoneses	AQ	8	amables
3	3	0.02819506824016571	18533	11	5	japoneses	AQ	7	caros
4	4	0.020571710541844368	6270	11	5	japoneses	AQ	6	populares
5	5	0.019910376518964767	22299	11	5	japoneses	AQ	5	parecidos
6	6	0.0195891372859478	3497	11	5	japoneses	PI	4	pocos
7	7	0.018268436193466187	26241	11	5	japoneses	AQ	3	raros
8	8	0.01717166043817997	2634	11	5	japoneses	AQ	2	importantes
9	9	0.016653964295983315	7423	11	5	japoneses	AQ	1	conocidos
0	0	0.23845385015010834	3497	12	5	japoneses	PI	10	pocos
1	1	0.0438518263399601	3988	12	5	japoneses	AQ	9	buenos
2	2	0.03939656913280487	8450	12	5	japoneses	PI	8	cuantos
3	3	0.023225119337439537	18618	12	5	japoneses	AQ	7	locos
4	4	0.01976635865867138	37637	12	5	japoneses	AQ	6	privilegiados
5	5	0.012778903357684612	8992	12	5	japoneses	AQ	5	excelentes
6	6	0.012651447206735611	20244	12	5	japoneses	AQ	4	maravillosos
7	7	0.010908860713243484	8700	12	5	japoneses	AQ	3	malos
8	8	0.010458562523126602	3144	12	5	japoneses	AQ	2	humanos
9	9	0.010435925796627998	34851	12	5	japoneses	AQ	1	afortunados
0	0	0.03640669956803322	2634	0	5	coreanos	AQ	10	importantes
1	1	0.03266854211688042	8992	0	5	coreanos	AQ	9	excelentes
2	2	0.028149692341685295	20766	0	5	coreanos	AQ	8	geniales
3	3	0.02627573348581791	3988	0	5	coreanos	AQ	7	buenos
4	4	0.014519544318318367	33511	0	5	coreanos	AQ	6	bienvenidos
5	5	0.01306653767824173	15110	0	5	coreanos	AQ	5	impresionantes
6	6	0.011542070657014847	12441	0	5	coreanos	AQ	4	espectaculares
7	7	0.011143929325044155	6702	0	5	coreanos	AQ	3	interesantes
8	8	0.010127666406333447	1292	0	5	coreanos	PI	2	muchos
9	9	0.009544961154460907	6179	0	5	coreanos	AQ	1	reales
0	0	0.04836156219244003	20766	1	5	coreanos	AQ	10	geniales
1	1	0.04575711861252785	33511	1	5	coreanos	AQ	9	bienvenidos
2	2	0.040748100727796555	8992	1	5	coreanos	AQ	8	excelentes
3	3	0.023773733526468277	3988	1	5	coreanos	AQ	7	buenos
4	4	0.01977342925965786	20244	1	5	coreanos	AQ	6	maravillosos
5	5	0.019641229882836342	2634	1	5	coreanos	AQ	5	importantes
6	6	0.017325706779956818	12441	1	5	coreanos	AQ	4	espectaculares
7	7	0.014016246423125267	15110	1	5	coreanos	AQ	3	impresionantes
8	8	0.013211887329816818	2274	1	5	coreanos	NC	2	amigos
9	9	0.012533876113593578	23136	1	5	coreanos	AQ	1	curiosos
0	0	0.06124894320964813	2274	2	5	coreanos	NC	10	amigos
1	1	0.0449666827917099	34851	2	5	coreanos	AQ	9	afortunados
2	2	0.03419443219900131	18618	2	5	coreanos	AQ	8	locos
3	3	0.029527606442570686	3988	2	5	coreanos	AQ	7	buenos
4	4	0.021218810230493546	3497	2	5	coreanos	PI	6	pocos
5	5	0.020662184804677963	42100	2	5	coreanos	AQ	5	guapos
6	6	0.01641574501991272	35316	2	5	coreanos	AQ	4	apasionados
7	7	0.015445198863744736	20244	2	5	coreanos	AQ	3	maravillosos
8	8	0.015067094005644321	8450	2	5	coreanos	PI	2	cuantos
9	9	0.01312236674129963	7332	2	5	coreanos	NC	1	ejemplos
0	0	0.017078187316656113	7743	3	5	coreanos	AQ	10	extranjeros
1	1	0.01606581173837185	33511	3	5	coreanos	AQ	9	bienvenidos
2	2	0.01484094187617302	3144	3	5	coreanos	AQ	8	humanos
3	3	0.012837274931371212	17178	3	5	coreanos	AQ	7	musulmanes
4	4	0.011333501897752285	10091	3	5	coreanos	NC	6	inmigrantes
5	5	0.010964491404592991	1292	3	5	coreanos	PI	5	muchos
6	6	0.009216594509780407	316	3	5	coreanos	DA	4	los
7	7	0.009131048806011677	22524	3	5	coreanos	AQ	3	inocentes
8	8	0.008868483826518059	2634	3	5	coreanos	AQ	2	importantes
9	9	0.008588696829974651	20803	3	5	coreanos	VMP	1	asesinados
0	0	0.03092828579246998	33511	4	5	coreanos	AQ	10	bienvenidos
1	1	0.01786758191883564	2634	4	5	coreanos	AQ	9	importantes
2	2	0.01498280931264162	9540	4	5	coreanos	AQ	8	independientes
3	3	0.011485187336802483	316	4	5	coreanos	DA	7	los
4	4	0.010753043927252293	8992	4	5	coreanos	AQ	6	excelentes
5	5	0.010286746546626091	3988	4	5	coreanos	AQ	5	buenos
6	6	0.009226328693330288	3831	4	5	coreanos	NC	4	ciudadanos
7	7	0.008881212212145329	13760	4	5	coreanos	AQ	3	verdaderos
8	8	0.008757032454013824	3144	4	5	coreanos	AQ	2	humanos
9	9	0.00825646985322237	1292	4	5	coreanos	PI	1	muchos
0	0	0.05436647683382034	33511	5	5	coreanos	AQ	10	bienvenidos
1	1	0.04548085108399391	8992	5	5	coreanos	AQ	9	excelentes
2	2	0.027702797204256058	15110	5	5	coreanos	AQ	8	impresionantes
3	3	0.024167856201529503	2634	5	5	coreanos	AQ	7	importantes
4	4	0.02399977669119835	1292	5	5	coreanos	PI	6	muchos
5	5	0.02345954440534115	23136	5	5	coreanos	AQ	5	curiosos
6	6	0.021374564617872238	12441	5	5	coreanos	AQ	4	espectaculares
7	7	0.021238040179014206	7268	5	5	coreanos	AQ	3	numerosos
8	8	0.0141512556001544	20766	5	5	coreanos	AQ	2	geniales
9	9	0.012937502935528755	45481	5	5	coreanos	AQ	1	encantadores
0	0	0.033573850989341736	33511	6	5	coreanos	AQ	10	bienvenidos
1	1	0.02943204902112484	2634	6	5	coreanos	AQ	9	importantes
2	2	0.02908233366906643	5357	6	5	coreanos	AQ	8	necesarios
3	3	0.028872719034552574	8992	6	5	coreanos	AQ	7	excelentes
4	4	0.02861504629254341	3988	6	5	coreanos	AQ	6	buenos
5	5	0.02133023738861084	2762	6	5	coreanos	AQ	5	gratis
6	6	0.018498482182621956	14515	6	5	coreanos	AQ	4	gratuitos
7	7	0.01831064373254776	20766	6	5	coreanos	AQ	3	geniales
8	8	0.01546664722263813	9199	6	5	coreanos	AQ	2	iguales
9	9	0.010244954377412796	1417	6	5	coreanos	AQ	1	diferentes
0	0	0.04498155787587166	2634	7	5	coreanos	AQ	10	importantes
1	1	0.04226529225707054	11953	7	5	coreanos	AQ	9	destacados
2	2	0.04121784120798111	5149	7	5	coreanos	AQ	8	pequeños
3	3	0.03448411822319031	10674	7	5	coreanos	AQ	7	famosos
4	4	0.03224841505289078	6270	7	5	coreanos	AQ	6	populares
5	5	0.027526400983333588	18225	7	5	coreanos	AQ	5	divertidos
6	6	0.026439940556883812	7423	7	5	coreanos	AQ	4	conocidos
7	7	0.024506058543920517	12577	7	5	coreanos	AQ	3	queridos
8	8	0.02085842564702034	42100	7	5	coreanos	AQ	2	guapos
9	9	0.019121428951621056	43175	7	5	coreanos	AQ	1	buscados
0	0	0.05013519525527954	15367	8	5	coreanos	AQ	10	vulnerables
1	1	0.04217138886451721	2634	8	5	coreanos	AQ	9	importantes
2	2	0.03742982819676399	6270	8	5	coreanos	AQ	8	populares
3	3	0.03475712239742279	43175	8	5	coreanos	AQ	7	buscados
4	4	0.03324803709983826	10674	8	5	coreanos	AQ	6	famosos
5	5	0.03180377930402756	5149	8	5	coreanos	AQ	5	pequeños
6	6	0.030910590663552284	7423	8	5	coreanos	AQ	4	conocidos
7	7	0.030327703803777695	15898	8	5	coreanos	AQ	3	poderosos
8	8	0.02269432693719864	26429	8	5	coreanos	AQ	2	influyentes
9	9	0.019984154030680656	11535	8	5	coreanos	AQ	1	cercanos
0	0	0.060155656188726425	2634	9	5	coreanos	AQ	10	importantes
1	1	0.04435625299811363	11953	9	5	coreanos	AQ	9	destacados
2	2	0.031070787459611893	6270	9	5	coreanos	AQ	8	populares
3	3	0.028250209987163544	15898	9	5	coreanos	AQ	7	poderosos
4	4	0.024290436878800392	15367	9	5	coreanos	AQ	6	vulnerables
5	5	0.022627966478466988	43175	9	5	coreanos	AQ	5	buscados
6	6	0.022561296820640564	5149	9	5	coreanos	AQ	4	pequeños
7	7	0.020985687151551247	26429	9	5	coreanos	AQ	3	influyentes
8	8	0.02090516686439514	11535	9	5	coreanos	AQ	2	cercanos
9	9	0.016857679933309555	7423	9	5	coreanos	AQ	1	conocidos
0	0	0.07623681426048279	11953	10	5	coreanos	AQ	10	destacados
1	1	0.06811480224132538	2634	10	5	coreanos	AQ	9	importantes
2	2	0.03756379708647728	10674	10	5	coreanos	AQ	8	famosos
3	3	0.034271709620952606	7423	10	5	coreanos	AQ	7	conocidos
4	4	0.03427118435502052	6270	10	5	coreanos	AQ	6	populares
5	5	0.031606920063495636	43175	10	5	coreanos	AQ	5	buscados
6	6	0.02293388359248638	35795	10	5	coreanos	AQ	4	visitados
7	7	0.022637659683823586	11535	10	5	coreanos	AQ	3	cercanos
8	8	0.017057809978723526	5149	10	5	coreanos	AQ	2	pequeños
9	9	0.016983013600111008	12608	10	5	coreanos	AQ	1	atractivos
0	0	0.17449374496936798	3988	11	5	coreanos	AQ	10	buenos
1	1	0.07493597269058228	22606	11	5	coreanos	AQ	9	amables
2	2	0.05900523066520691	6702	11	5	coreanos	AQ	8	interesantes
3	3	0.037796780467033386	2634	11	5	coreanos	AQ	7	importantes
4	4	0.03779209405183792	18225	11	5	coreanos	AQ	6	divertidos
5	5	0.020395629107952118	6270	11	5	coreanos	AQ	5	populares
6	6	0.014819242060184479	15830	11	5	coreanos	AQ	4	bonitos
7	7	0.013654508627951145	16769	11	5	coreanos	AQ	3	variados
8	8	0.012539644725620747	7193	11	5	coreanos	AQ	2	originales
9	9	0.012041077949106693	23136	11	5	coreanos	AQ	1	curiosos
0	0	0.1223001703619957	3497	12	5	coreanos	PI	10	pocos
1	1	0.05890083312988281	3988	12	5	coreanos	AQ	9	buenos
2	2	0.04124956950545311	8450	12	5	coreanos	PI	8	cuantos
3	3	0.026104800403118134	18618	12	5	coreanos	AQ	7	locos
4	4	0.021146582439541817	8992	12	5	coreanos	AQ	6	excelentes
5	5	0.015880709514021873	20244	12	5	coreanos	AQ	5	maravillosos
6	6	0.015477708540856838	37637	12	5	coreanos	AQ	4	privilegiados
7	7	0.013666546903550625	38561	12	5	coreanos	AQ	3	estupendos
8	8	0.010902543552219868	7332	12	5	coreanos	NC	2	ejemplos
9	9	0.010813397355377674	8700	12	5	coreanos	AQ	1	malos
